title,description,views,likes,dislikes,comments,tags
Meet our Honorary Graduates - Peter Lacey,"Following an undistinguished education at Ilminster Grammar School, Peter was admitted to the School of Architecture of Bristol College of Advanced Technology, almost immediately to become the University of Bath, where he gained the University's first 1st class honours degree in architecture.

After qualifying in 1969 he joined MWT Architects in Plymouth where he was given responsibility for their more prestigious projects. This led to the opportunity four years later to open a new office in Exeter, which quickly became the largest south-west of Bristol. At the age of 31 he became a partner.

Expansion of MWT, incorporation and ultimately listing on the AIMs market, followed by acquisitions, created one of the largest UK architectural practices with over 500 staff. Flotation less than a week after Black Monday (1987) and the subsequent recession took its toll on listed architectural companies and the company went into receivership in 1992.

Peter structured a management buy-out of the south-west offices which he chaired until his retirement in 2005 and was non-exec chair until 2010. It continues today as LHC Architects.

In 2004 he was invited to join the Council of the University of Exeter and in 2007 was elected as a Pro-Chancellor serving until 2016. During his career he has been branch and regional chair of the Royal Institute of British Architects and served on its National Council.

As an active advocate supporting the economic growth of Exeter he has been Chairman of Exeter Initiative, Exeter Business Forum and for 12 years Exeter Vision Partnership. He still serves on the Exeter and Heart of Devon Growth Point Steering Board.",151,0,0,0,
Meet our Honorary Graduates - Professor Bertil Andersson (DSc),"Professor Bertil Andersson is President of the Nanyang Technological University Singapore (NTU Singapore). A worldrenowned Swedish plant biochemist, Bertil is a pioneer of photosynthesis research who has authored more than 300 papers with over 14,000 citations.

Since becoming President of NTU Singapore in 2011, he has led the University to global distinction. NTU is the world's fastestrising young university and is ranked first among the world's young universities. In the 2015 and 2016 QS World University Rankings, NTU is ranked 13th globally.

Before joining NTU as its Provost in 2007, Bertil was Chief Executive of the European Science Foundation in France, where he consolidated research efforts across 30 European countries, and Rector of Linköping University in Sweden.

Bertil has had a longstanding association with the Nobel Foundation, including being Chairman of the Nobel Committee for Chemistry as well as a Trustee of the Nobel Foundation. A Fellow of Imperial College London, he was instrumental in Imperial College London jointly establishing a medical school with NTU in Singapore.

Bertil is a recipient of the Austrian Wilhelm Exner Medal and the Singapore President's Science and Technology Medal, both top honours for his life-changing research and lifetime achievements. He serves on the boards of numerous international foundations, societies and public agencies. His strong stewardship of NTU's global partnerships has led to many outstanding R&D and academic initiatives with UK-based universities and multinationals that include Rolls-Royce and Johnson Matthey.",141,0,0,0,
Meet our Honorary Graduates - Rob Baxter,"Rob Baxter is the Head Coach of Aviva Premiership rugby team Exeter Chiefs. He previously played with the team for 14 years, serving 10 of them as the club's captain. During his playing career he amassed over 300 appearances at the club's old County Ground home.

Originally from Tavistock, Rob has lived in Exeter for over 40 years. Following his retirement from playing, he started his coaching career as the Director of Rugby at the University of Exeter and combined this with coaching at Exeter Chiefs, firstly with the United team and then as forwards coach. Rob became head coach in 2009, and during his first season as coach, he led the team to promotion from the RFU Championship to the Aviva Premiership. This success in establishing Exeter as a strong Premiership team led to Rob receiving the award of Director of the Year in 2011/12 at the Aviva Premiership awards, having been nominated for the honour the previous season.

During his career as head coach at Exeter Chiefs, Rob has overseen five top six finishes in the league, winning the Anglo Welsh cup in 2014 and reaching the European Champions Cup quarter finals in the 2015-2016 season. In the same season the Chiefs came runners up in the Aviva Premiership and last season they won the Aviva Premiership for the first time to become the Champions of England. He was also part of the England set-up for their summer tour to Argentina and Uruguay in 2013.",294,0,0,0,
Student profile: BSc Mathematical Sciences,Hear from current student Roweena about what it's like studying Mathematical Sciences at our Penryn Campus in Cornwall.,5055,39,1,2,"Mathametics,university of exeter,exeter uni,penryn,cornwall,mathematical sciences,Exeter university,Maths,Math,Student life,campus life"
Meet our Honorary Graduates - Philip Collins (DLitt),"Philip Collins is a columnist and former Chief Leader Writer on The Times. He is also Associate Editor of Prospect magazine, the Chair of Trustees of the think-tank Demos and Chief Executive of a speechwriting consultancy, High Windows.

Philip was educated at the Universities of Birmingham, Birkbeck College, London and St John's College, Cambridge. He has previously held Visiting Fellowships at the London School of Economics and University College, Oxford. He is the author of numerous think-tank monographs, two novels and an instruction manual on how to write a good speech. His book on the story told by the world's great political speeches, When They Go Low We Go High will be published by Fourth Estate in October 2017.

Before he joined The Times, Philip was the Chief Speech Writer in 10 Downing Street to the Prime Minister Tony Blair. He joined Mr Blair from the think-tank the Social Market Foundation where he was Director between 2000 and 2005. Before that, Philip was a top-rated Equity Strategist in the City of London, a research officer at the BBC and LWT and a research assistant to Frank Field MP.

Philip has a number of eccentric interests among which are football, at which he is a Cambridge Blue, the poetry of Philip Larkin, the history of the Labour Party, British comedy (these days merged with the Labour Party) and there is no cricket match anywhere that he will not watch. He is married with two sons and lives in London.",67,0,0,0,
Meet our Honorary Graduates - Dr Tony Sewell CBE (LLD),"Tony is an educational consultant and CEO of the groundbreaking charity 'Generating Genius', which seeks to give great opportunities for students to study Science and Technology at top universities, including Exeter. He has been a member of the Youth Justice Board since 2015.

Tony was born in London from Jamaican immigrants. He first attended the University of Essex, where he studied English and then went on to train as a teacher at Sussex University. He worked as a Secondary school teacher in some of London's most challenging schools. During this period he worked on his PhD Black masculinities and schooling which became an iconic work and led to several key publications. He helped with the transformation of education in Hackney as part of the team that set up the Learning Trust and the iconic Mossbourne School. The work in Hackney had national significance given that it was the flagship of the Academy movement. Tony then went on to set up the charity 'Generating Genius'. The programme has successfully given many young people from poor backgrounds a route to top universities.

He works in both the UK and the Caribbean and helped to set up the Science, Maths and Information Technology Centre in the department of education at Jamaica's University of the West Indies. Recently he led the former Mayor of London, Boris Johnson's Inquiry into London Education, this resulted in the London Schools Excellence Fund, a programme that helped London schools to achieve the top grades for their students. In January Tony was awarded a CBE for his work in Education.",168,4,1,0,
Meet our Honorary Graduates - Sir Donald McCullin CBE Hon FRPS,"Sir Don McCullin is an award-winning photojournalist whose work is exhibited worldwide to constant acclaim. He grew up in London. After the death of his father, he left school at 14 and at 18 was called up for national service in the RAF as an assistant for aerial photography. His first reportage, on the ""Guvnors"" – a youth gang in his childhood neighbourhood – was published in The Observer in February 1959.

The 1960s saw Don begin his 18-year affiliation with The Sunday Times Magazine, covering numerous conflicts and battlefields in the Congo, Biafra (Nigeria), Israel, Vietnam, Cambodia, Northern Ireland, Bangladesh, Lebanon, El Salvador, Kurdistan (Iraq), and Syria, becoming one of history's greatest war photographers.

Don has documented the AIDS crisis in South Africa, Botswana and Zambia, and produced a book on the ""lost tribes"" of Ethiopia. In 2016, he launched Irreconcilable Truths, a three-volume retrospective of his life and work. He is having a major exhibition at the Tate in 2019, the first photographer ever to have a solo show. Don is the author of more than two dozen books and catalogues, including his acclaimed autobiography, Unreasonable Behaviour, which has recently been reissued in the UK, USA China, Taiwan and many other countries.

He is the recipient of numerous awards, including two Premier Awards from the World Press Photo and the Cornell Capa Award for Lifetime Achievement from the International Center of Photography in New York. In 1992 he was made a CBE, and last year was awarded a knighthood.

Don lives with his family in Somerset.",229,2,0,0,
Meet our Honorary Graduates - Lady Studholme,"Lady Studholme is Chairman of the Board of Trustees for the Exeter Northcott Theatre. She is an alumna of the University of Exeter and has contributed to the life of the University for over 25 years.

Lucy studied English with American and Commonwealth Arts at Exeter as a mature student, following working as a general and paediatric nurse at The Westminster Hospital in London.",194,0,0,0,
Meet our Honorary Graduates - Lindsey Hilsum,"Lindsey Hilsum was awarded a Doctor of Letters at the University of Exeter on Tuesday 18th July 2017. Lindsey Hilsum is the International Editor of Channel 4 News and the author of Sandstorm; Libya in the Time of Revolution. She has reported from six continents, most recently from the US on the election of Donald Trump and from Europe on the refugee crisis as well as terror attacks in France and conflicts in Syria, Ukraine and Mali.

During her career, Lindsey has covered the major wars and refugee movements of the past three decades, including Iraq, Afghanistan and Kosovo and the Israeli-Palestinian conflict. In 2011 she witnessed the Arab Spring uprisings in Libya and Egypt. She has also reported extensively from Iran and Zimbabwe, and was Channel 4 News China Correspondent from 2006 to 2008. During the 2004 US assault on Falluja, she was embedded with a frontline marine unit, and in 1994, was the only English-speaking foreign correspondent in Rwanda when the genocide started.

Lindsey has been Royal Television Society Journalist of the Year, and won the Charles Wheeler Award and the James Cameron Award as well as awards from One World Media, Amnesty International and BAFTA. Her writing has been featured in The Sunday Times, The Guardian, The Observer and Granta, among other publications. Before becoming a journalist, she was an aid worker, first with OXFAM in Latin America and then with UNICEF in Africa. She is currently writing the biography of the late war correspondent Marie Colvin. She graduated from the University of Exeter in 1980 with a Joint Honours BA in Spanish and French.",234,2,1,0,
Meet our Honorary Graduates - Jeremy Butterworth,Jeremy 'Jez' Butterworth passes on his advice to the Class of 2017.,86,1,0,0,
Meet our Honorary Graduates - Alex Farquharson,Alex Farquharson (Director of Tate Britain) gives his advice to the Class of 2017.,299,0,0,0,
Meet our Honorary Graduates 2017 - Lieutenant Colonel Lucy Giles,"Congratulations to Lieutenant Colonel Lucy Giles who was awarded an Honorary Degree in Exeter today. 

Lieutenant Colonel Lucy Giles is the first female College Commander in The Royal Military Academy Sandhurst's 200 year history. As New College Commander, Lucy oversees the leadership development of officer cadets on the Regular Commissioning Course through a programme of academic study, military exercises and physical training.

Read more at http://www.exeter.ac.uk/honorarygraduates/2017/timetable/ceremony2/#PXFK1D2dYPZskHOL.99",363,2,1,1,
Meet our Honorary Graduates 2017 - Dr Jonathan Adams (DSc),"Congratulations to Dr Jonathan Adams who was our first Honorary Graduate of the week! Jonathan is Chief Scientist at Digital Science Research Solutions Ltd.

http://www.exeter.ac.uk/honorarygraduates/2017/timetable/ceremony1/",156,3,0,0,
UK Security Policy: National institutions and the gap between expert and public opinion,,89,1,0,0,
Courtney Harmstone - MA International Film Business,,1281,12,0,0,
What is CEDAR?,Clinical Education Development and Research at the University of Exeter,1120,5,2,1,
Creative Careers -  Helen Jackson Lyall,,121,1,0,0,
Coolest thing about the Institute of Arab and Islamic Studies,"Associate Professor Jonathan Githens-Mazer on the 'coolest' thing about his corridor at work.

The Institute of Arab and Islamic Studies is one of the foremost academic institutions in the UK offering research and taught degree programmes in a wide range of areas within the field of Arab, Middle Eastern, and Islamic Studies.

Please see the website for more information: http://socialsciences.exeter.ac.uk/iais/",918,15,1,0,"iais,Arab and Islamic Studies,Exeter University,Exeter,College of Social Sciences and International Studies,Postgraduate study,Postgraduate,Research,MA,Masters"
Dr Travis Coan on Text as Data (MSc Policy Analytics),"Demand for expertise in managing and interrogating big data sets far outstrips supply, to plug the skills gap we have launched a new MSc in Policy Analytics. 

Our multi-disciplinary researchers and students work with private and public sector organisations to transform data into insight making a Masters in Policy Analytics a qualification with expansive career prospects.

Find out more about our new programme: www.exeter.ac.uk/postgraduate/taught/politics/policyanalyticsmsc",433,4,0,0,"policy,analytics,policy analytics,big data,data,politics,social science,university,msc,masters,travis coan,text as data,College of Social Sciences and International Studies"
What is radicalisation?,"Associate Professor Jonathan Githens-Mazer from the Institute of Arab and Islamic Studies at Exeter provides an insight into this question.
http://socialsciences.exeter.ac.uk/iais/",10283,102,9,12,"iais,exeter,arab and islamic studies,University of Exeter,Student,Islamic Studies,Undergraduate,College of Social Sciences and International Studies"
Marketing and Communications Strategy,World-class marketing and communications for a world-class university,5735,19,1,0,
University of Exeter and the Teaching Excellence Framework,"Professor Tim Quine, Deputy Vice-Chancellor (Education),  introduces the University of Exeter TEF result and explains more about the excellent and innovative education experience students can expect here.

Find out more about our teaching excellence - http://www.exeter.ac.uk/teaching-excellence/",1626,3,0,0,
Our year at the University of Exeter,"This video was made by international students from Norway, the US, China and Indonesia studying at the University of Exeter.",2219,28,0,0,"University of Exeter,Exeter University,Exeter Uni,Exeter"
CREATIONS research project: Developing an Engaging Science Classroom,Dr Kerry Chappell discusses the research being conducted by the CREATIONS project team and its impact. The project is funded with the “Horizon 2020 Framework of the European Commission”.,347,6,0,0,"creations,exeter,university,impact,education,masters,science,creative science,Exeter University,Horizon 2020 Framework,College of Social Sciences and International Studies,Science education,Dialogic teaching,MA Creative Arts,Arts and creativity,Collaborative teaching"
Supporting our students beyond University,"Professor Tim Quine, Deputy Vice-Chancellor Education explains how the University of Exeter is supporting students into graduate level employment or study.

Find out more about our teaching excellence - http://www.exeter.ac.uk/teaching-excellence/",98,1,0,0,
Student partnerships,"Professor Tim Quine, Deputy Vice-Chancellor (Education) at the University of Exeter explains more about the important role the partnership between students and the University plays in delivering excellent teaching and education.

Find out more about our teaching excellence - http://www.exeter.ac.uk/teaching-excellence/",60,1,0,0,
Overview of the TEF,"Professor Tim Quine, Deputy Vice-Chancellor Education at the University of Exeter explains more about the Teaching Excellence Framework (TEF) and how it can help prospective students choose their University.",1071,2,0,0,
The value of engaging students with research,"Dr Paul James on the value of engaging students with research.

Find out more about our teaching excellence - http://www.exeter.ac.uk/teaching-excellence/",133,0,0,0,
Research led teaching in Natural Sciences,"Professor Geoff Nash discusses the important part research plays in our Natural Sciences programme. 

Find out more about our teaching excellence - http://www.exeter.ac.uk/teaching-excellence/",665,2,1,1,
The role of business within student learning,"Dr Esther Reed explains more about her Theology & Business Ethics module and how students get involved.

Find out more about our teaching excellence - http://www.exeter.ac.uk/teaching-excellence/",131,0,0,0,
Student led research projects,"Knowledge generated within Sports & Health Sciences is brought into the student learning experience. Professor Craig Williams explains how students are involved with leading research projects.

Find out more about our teaching excellence - http://www.exeter.ac.uk/teaching-excellence/",141,1,0,0,
Rachael Lloyd - Associate at Michelmores,,212,1,0,0,"university of exeter,careers,law,michelmores,employability"
Scott Pepe - Senior Parliamentary Assistant at the House of Commons,"Scott Pepe, one of our graduates, talks about his experiences working as a Senior Parliamentary Assistant for a local MP and provides invaluable advice for students who aspire to work in government.  
http://socialsciences.exeter.ac.uk/employability/",1315,14,0,1,"exeter,university,careers,employability,parliament,politics,graduate destinations,graduate careers,work placement,work experience,MP,Government careers,careers advice,graduate student"
Rogier Bartels - International Criminal Court,"Rogier Bartels provides a fascinating insight into the workings of the International Criminal Court, the various careers that are available as well advice on how to have a successful career in international law. 
http://socialsciences.exeter.ac.uk/employability/",261,1,0,0,"exeter,careers,employability,law,university,international law,University of Exeter,LLB,Law careers,International criminal court,College of Social Sciences and International Studies,law graduate careers"
Climate Change - does the 1.5 degree target make sense?,"In June 2017 more than 100 world-leading Intergovernmental Panel on Climate Change (IPCC) scientists met at the University of Exeter to discuss the potential impacts of global warming above 1.5 degrees. This event formed part of the Grand Challenges scheme at the University of Exeter.

Alongside this meeting, the University of Exeter hosted a special event on Wednesday 7 June at which members of the public and an expert panel discussed the 1.5 degree target with climate scientists.

Panellists:

Chair: Oliver Morton, Science Editor at The Economist
Joeri Rogelj, Research Scholar, International Institute for Applied Systems Analysis, Austria
Petra Tschakert, Professor of Rural Development, University of Western Australia
Aromar Revi, Director, Indian Institute for Human Settlements
Myles Allen, Professor of Geosystem Science, University of Oxford
Chris Jones, Head, Earth System and Mitigation Science Team, Met Office
Catherine Mitchell, Professor of Energy Policy, University of Exeter
Ove Hoegh-Guldberg, Director of the Global Change Institute and Professor of Marine Science, University of Queensland",1553,27,1,11,
Staff Festival,,804,0,0,0,
Making the Exceptional Happen – Sustainable Futures,"Professor Dragan Savic, from the Centre for Water Systems at the University of Exeter, speaks about his research and how philanthropic funding can help find solutions to global problems.",157,1,0,0,"University of Exeter,water,research,philanthropy"
Making the Exceptional Happen – Society and Culture,"Dr Daisy Hay, Senior English Lecturer at the University of Exeter, shares insights into her research and how philanthropy has supported her.",147,1,0,0,"University of Exeter,English,research,philanthropy"
Professor Tamsin Ford: Child Mental Health,Professor Tamsin Ford from the University of Exeter Medical School discusses her research on working to optimise interventions and service organisation to promote children's mental health.,445,0,0,0,"Tamsin Ford,child mental health,childrens mental health,Psychiatry,University of Exeter Medical School"
Environment and Sustainability Day: Why Energy Matters,Our fifth Environment and Sustainability Day in March 2017 had over 80 Year 10 students from eight schools across Cornwall come to learn about Why Energy Matters at the University of Exeter’s Environment and Sustainability Institute (ESI) on the Penryn Campus.,442,2,0,0,"Environment,Sustainability,Cornwall,Energy,Renewables,Science,Outreach"
The PROTECT Study: Online platform for research to help people live healthier lives in older age,"Dr Anne Corbett from the University of Exeter Medical School discusses a large, online platform for research to help people live healthier lives in older age.",288,1,0,0,"Old age,dementia,medical school,Anna Corbett,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like"
Dr Anne Corbett: Improving lives for people with dementia living in care homes,Dr Anne Corbett from the University of Exeter Medical School discusses her research on improving lives for people with dementia living in care homes.,175,3,0,0,"Dementia,Medical School,Care homes,Anne Corbett,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like"
Dr Katie Lunnon: Genomic factors in dementia,Dr Katie Lunnon from the University of Exeter Medical School talks about genomic factors in dementia.,633,6,1,0,"Dementia,Medical School,Katie Lunnon,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like"
"US Field Trip, Politics and International Relations degree at our Penryn Campus, Cornwall","Exclusive to undergraduate students studying Politics and International Relations at our Penryn Campus, as part of your studies you can attend our optional, departmentally-subsidised field trip to the United States. You’ll gain insight into the latest global issues and a first-hand perspective on the American political system.
Visit www.exeter.ac.uk/undergraduate/degrees/politics/cornwall/fieldtrip",1243,5,1,0,"Politics and International Relations,Exeter University,Politics,International relations,US field trip,Penryn Campus,Cornwall,New York,UN,College of Social Sciences and International Studies,American Politics,global issues,American political system"
Professor Clive Ballard: Impact of Dementia research,Professor Clive Ballard from the University of Exeter Medical School discusses the impact of his research in dementia.,1204,0,0,0,"Dementia,research,Clive Ballard,Alzheimer's,Professor Clive Ballard,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like"
Blending research and teaching activities,"Professor Nick Talbot (Deputy Vice-Chancellor, Research and Impact) discusses how the University of Exeter finds innovative ways to blend research and teaching activities, to the advantage of both staff and students.",256,2,0,0,"Research,University of Exeter"
The Exeter Teaching Model,"We provide unrivalled opportunities for trainees to achieve through our highly original PGCE teaching model which is praised by OFSTED and cited as an example of best practice. By learning on campus for most of the first term, you access the tools to rapidly build professional knowledge to underpin your work in school placements.
Visit www.exeter.ac.uk/pgce",1263,4,0,0,"exeter,pgce,teacher training"
Teaching as a Career,"We asked our Teacher Training graduates how they were enjoying being teachers.
Visit www.exeter.ac.uk/pgce",1519,10,0,0,
Learn about our Exeter PGCE Teacher Training programme,"Based on the University’s St Luke’s Campus, we have been providing teacher training courses for over 165 years. Through outstanding Ofsted ratings, we are recognised as one of the top initial teacher training providers.
Visit www.exeter.ac.uk/pgce",1922,5,0,0,
US Poet Laureate Natasha Trethewey visits University of Exeter's Penryn Campus,"Pulitzer Prize winning former Poet Laureate Natasha Trethewey visited the University of Exeter's Penryn Campus and Falmouth Art Gallery to give readings of her work to the community. She was hosted by Natalie Pollard, a Lecturer in Modernist and Contemporary Literature.",169,0,0,0,"Poetry,Literature,University"
University of Exeter Medical School  - Destress Project,Dr Felicity Thomas talks about the DeStress research project at the University of Exeter Medical School.,400,1,0,1,"stress,destress,research,exeter,antidepressant,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like"
TESOL programmes at the University of Exeter,"Dr Li Li from our Graduate School of Education discusses her research, and her teaching on our TESOL programmes. www.exeter.ac.uk/socialsciences/education/staff/index.php?web_id=li_li",1045,7,0,0,"Tesol,tefl,exeter,university of exeter,masters,postgraduate,research,teaching,teacher cognition,technology in classrooms,language learning"
Exeter’s Centre for Doctoral Training in Metamaterials,,353,0,2,0,
EPEE Project: School Uni Partnerships 1 - Relationship,,49,0,0,0,
Making the Exceptional Happen – Amy Ralston,"Amy Ralston, a third Year Law Student at the University of Exeter, speaks about her experience of receiving a scholarship.",482,4,0,0,
Making the Exceptional Happen – Emma Matthews,"Emma Matthews, a mother whose son received pioneering treatment thanks to University of Exeter research, speaks about the impact it had on her family.",361,4,1,1,
EPEE Project: Pupil Voice,,46,0,0,0,
"EPEE Project: Nick Givens, What Is Research","In this video resource Senior Lecturer Nick Givens from the Graduate School of Education at the University of Exeter talks about the role of research in society and what students might learn about research if they attend university.
Find out more about the Empowering Partnerships: Enabling Engagement Project",130,2,0,0,"epee,University of Exeter,PhD,Research,postgraduate study,Education,College of Social Sciences and International Studies"
Why study Secondary Religious Education (RE) PGCE at the University of Exeter,Visit: www.exeter.ac.uk/pgce,739,3,1,1,"pgce,re,religious education,secondary,secondary re,secondary religious education,school,teachr training,university,university of exeter,postgraduate study,postgraduate,teacher,teaching qualification,teaching,become a teacher,learn to teach,be a teacher,secondary pgce"
Why study Upper Primary Art PGCE at the University of Exeter,Visit: www.exeter.ac.uk/pgce,860,1,0,0,"pgce,primary,art,perimary aart,school,teacher training,university,university of exeter,postgraduate study,postgraduate,teacher,teaching qialification,teaching,become a teacher,be a teacher,learn to teach"
Why study Secondary Physical Education (PE) PGCE at the University of Exeter,Visit: www.exeter.ac.uk/pgce,1195,2,0,0,"pgce,secondary,pe,physical education,school,teacher training,university,university of exeter,postgraduate study,postgraduate,teacher,teaching qualification,teaching,become a teacher,be a teacher,learn to teach,Secondary PGCE"
Why study Secondary Maths PGCE at the University of Exeter,Visit: www.exeter.ac.uk/pgce,696,4,0,0,"pgce,secondary maths,secondary,maths,mathematics,school,teacher training,teacher,university,university of exeter,postgraduate study,postgraduate,teaching qualification,teaching,become a teacher,be a teacher,learn to teach,Secondary PGCE"
Why study Secondary History PGCE at the University of Exeter?,Visit: www.exeter.ac.uk/pgce,1047,4,0,0,"pgce,secondary,history,secondary history,school,teacher training,university,university of exeter,postgraduate study,postgraduate,teaching qualification,teaching,become a teacher,be a teacher,learn to teach,Secondary PGCE"
Why study Secondary English PGCE at the University of Exeter?,Visit: www.exeter.ac.uk/pgce,845,1,1,0,"pgce,secondary english,secondary,english,school,teacher training,university,university of exeter,postgraduate study,postgraduate,teacher,teaching qualification,teaching,become a teacher,learn to teach"
Why study Primary Teaching and Learning PGCE at the University of Exeter?,Visit: www.exeter.ac.uk/pgce,986,1,0,0,"pgce,primary,teaching,learning,teaching and learning,school,teacher training,university,university of exeter,postgraduate study,postgraduate,teacher,teaching qualification,become a teacher,be a teacher,Primary pgce"
Why study Primary Science PGCE at the University of Exeter?,"Dr Rob Bowker, Primary Science Lead, talks about what you can expect if you study the PGCE with Primary Science specialism at Exeter. 

Visit: www.exeter.ac.uk/pgce",543,0,0,0,"pgce,primary,science,school,teacher training,university,university of exeter,postgraduate study,postgraduate,teacher,teaching qualification,teaching,become a teacher,be a teacher,learn to teach,biology,chemistry,physics,pgce primary,Primary PGCE"
Why study Primary Mathematics PGCE at the University of Exeter?,Visit: www.exeter.ac.uk/pgce,710,3,0,0,"pgce,primary,mathematics,maths,school,teacher training,university,university of exeter,postgraduate study,postgraduate,teacher,teaching qualification,teaching,become a teacher,be a teacher,learn to teach,primary pgce"
Why study Primary Humanities PGCE at the University of Exeter?,Visit: www.exeter.ac.uk/pgce,520,1,0,0,"pgce,primary,humanities,school,teacher training,university,university of exeter,postgraduate study,postgraduate,teacher,teaching qualification,teaching,become a teacher,be a teacher,learn to teach,Primary PGCE"
Why study Primary English PGCE at the University of Exeter?,Visit: www.exeter.ac.uk/pgce,880,2,0,0,"pgce,primary,english,school,teacher,university,exeter,university of exeter,teacher training,postgraduate,postgraduate study,teaching qualification,teaching,become a teacher,be a teacher,learn to teach,Primary PGCE"
Why study Modern Foreign Language Primary and Secondary PGCE at the University of Exeter?,"Dinah Warren, Modern Languages specialism lead talks about the kind of people they are looking to recruit for the programme. If you have an interest and a qualification in French, German or Spanish then you could do a PGCE in either the primary or secondary phase.

Visit: www.exeter.ac.uk/pgce",1823,4,0,0,"pgce,primary,school,teacher training,university,university of exeter,modern foreign language,study,postgraduate study,postgraduate,teacher,teaching qualification,teaching,become a teacher,be a teacher,learn to teach,Secondary PGCE,French,German,Spanish,Primary PGCE,secondary"
Experimental Archaeology,Knapping intro and crystal Clovis point,2180,26,0,0,
"University of Exeter Graduation, Summer 2016",We asked our graduates to describe their time at Exeter in one word during graduation week 2016.,3770,8,3,0,
Making the Exceptional Happen -  Tomorrow's Leaders,,470,8,0,0,
Making the Exceptional Happen - Society and Culture,,375,5,0,0,
Making the Exceptional Happen  - Health,,245,3,0,0,
Making the Exceptional Happen -   Environment,,475,5,0,0,
Making the Exceptional Happen - Sporting Success,,692,8,0,0,
Making the Exceptional Happen - Living Systems,,276,0,0,0,
Adding Student Involvement Labels,,177,0,0,0,
Staff Giving Fund,"The new Staff Giving Fund will provide bursaries to students from Devon to support their living costs. In addition, the University of Exeter will match every pound given, doubling your donations. Find out more and donate https://exeter.hubbub.net/p/devonbursary",277,5,0,0,
Season's greetings from the University of Exeter,,2375,31,5,1,
Making the Exceptional Happen Campaign – University of Exeter,"Making the exceptional happen is our most ambitious fundraising campaign aiming to raise £60 million in philanthropic income and 60,000 volunteering hours from 6,000 volunteers. Philanthropy on this scale will be transformative for our students and our research. But we need your help to make it happen.",3742,23,1,2,"philanthropy,university,higher education,exeter,university of exeter"
Professor Maggie Shepherd - impact of a genetic diabetes diagnosis on patients and their families,"Professor Maggie Shepherd's research focuses on ensuring patients have a correct diabetes diagnosis and that these findings are translated into clinical care.

For more information about research at the University of Exeter Medical School visit www.exeter.ac.uk/medicine",465,4,0,0,"Diabetes,Monogenic diabetes,University of Exeter Medical School,University of Exeter,Maggie Shepherd"
David Stevenson: Statistical climatology,"Professor David B. Stephenson, Chair in the Statistical Modelling of Weather and Climate, Mathematics, College of Engineering, Mathematics and Physical Sciences.",291,1,0,0,
Dr Catherine Butler: Environmental Risk,Dr Catherine Butler is an Advanced Research Fellow in the Geography department at the University of Exeter,62,0,0,0,
Building partnerships to protect fish stocks,"University of Exeter research into the effect of warming oceans on fish stocks and the future shape of fisheries has led to a ground-breaking research partnership that is changing the way we fish.
Following a workshop, organised by the University of Exeter’s Professor Simpson, looking at how our fisheries might be in the year 2050, a new Community Interest company was borne which is developing a new approach to sustainable fishing.

Sole of Discretion works with fishers who use smaller boats, static nets and hand line fishing techniques. The company pays these fishers a fair price for the fish they land, rewarding fishers to catch fish in more sustainable ways.

Research from Professor Simpson, an Associate Professor in Marine Biology and Global Change, has fed into the approach taken by Sole of Discretion. Fishing is done with as much environmental sensitivity as possible, taking into account changes in fish stocks brought about by warming waters and using fishing methods that reduce by-catch and limit impacts to the environment.
The Sole of Discretion fishers are monitored by students from the University to ensure they are using the best possible fishing methods, also allowing the students to gather valuable data for use in their research.",250,1,0,0,
NIHR Exeter Clinical Research Facility,"The NIHR Exeter Clinical Research Facility (CRF) is a partnership between the University of Exeter Medical School and the Royal Devon and Exeter NHS Foundation Trust.  It is dedicated to facilitating clinical and translational research.

The facility has engaged over 10,000 local people in regular research participation and actively involves the public ni the oversight of the facility.

It is a true partnership of patients, doctors and scientists working together to improve healthcare.",582,3,0,0,"CRF,Clinical Research Facility,RD&E,Royal Devon & Exeter Hospital,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like,NIHR"
Wild Goose Chase,"Each year the east Canadian high arctic population of light bellied Brent geese make an incredible journey traveling from Ireland through Iceland, and then up to the Canadian breeding grounds.
 
Wild Goose Chase is a film documenting the work of Prof. Stuart Bearhop’s Brent Goose research group who are trying to discover how these birds are able to make such an astonishing migration! We take you behind the scenes of their exciting fieldwork expedition, with encounters including polar bear and artic wolf. 

The film was created by Celine Gamble, Russell Barnett and Oscar Furness, who are bioscience students at the University of Exeter’s Cornwall Campus - www.exeter.ac.uk/biosciences/cec.",12523,77,6,2,
Calman Lecture - EBMA Assessment in Medical Education 2016,,145,1,0,0,"EBMA,University of Exeter Medical School,University of Exeter,Calman Lecture"
